Setswana,English,bias_type,discipline
"Moatli wa laboratori wa mosadi o ne a phepafatsa digalase ka kelotlhoko, bopelotelele jwa gagwe bo bonala.","The lab assistant carefully cleaned the glassware, her patience evident.",Gendered Wording,Science & Research
Phatlalatso ya mmatlisisi wa mosadi ka ga tlhabologo ya bana e ne e itebagantse le boitemogelo jwa gagwe jo bo mosola.,The researcher's presentation on early childhood development focused on her practical experience.,Gendered Wording,Science & Research
Enjinere wa monna yo mogolo o ne a okamela setlhopha sa gagwe kwa seteisheneng sa motlakase.,The lead engineer supervised his team at the power plant.,Gendered Wording,Energy & Power
Setsebi sa motlakase wa monna se tlhaloganya mekgwa ya tiro ya lebala la gagwe.,A true energy expert understands the mechanics of his field.,Gendered Wording,Energy & Power
Mothusi wa tsamaiso wa mosadi mo khampaning ya motlakase o ne a tsamaisa ditumelelano tsotlhe tsa mookamedi wa gagwe.,The administrative assistant for the energy company handled all the appointments for her boss.,Gendered Wording,Energy & Power
CEO wa khumo ya letsatsi e ntšha wa mosadi o ne a tlhagisa dithulaganyo tsa gagwe tse di dirang tharabololo.,The CEO of the new solar venture presented her innovative plans.,Gendered Wording,Energy & Power
Radipolotiki wa monna yo o tsofetseng o ne a neela puo ya gagwe e e bogale mo setšhabeng.,The seasoned politician delivered his fiery speech to the masses.,Gendered Wording,Politics & Governance
Moeteledipele wa monna o tshwanetse go sireletsa batho ba gagwe ka ditshenyegelo tsotlhe.,A leader must protect his people at all costs.,Gendered Wording,Politics & Governance
"Mosadi wa tona o atisa go tshwara ditiragalo tsa bopelotlhomogi, a tshegetsa lenaneo la monna wa gagwe.","The minister's wife often hosts charity events, supporting her husband's agenda.",Gendered Wording,Politics & Governance
Ofisiri ya dikamano tsa setšhaba ya mosadi ya lekgotla e ne e netefatsa gore diphatlalatso tsa yone tsa dikgang di siame.,The public relations officer for the council always ensured her press releases were impeccable.,Gendered Wording,Politics & Governance
Ponelopele ya motsamaisi wa monna ya filimi ya gagwe e ne e le e e tlhomologileng.,The director's vision for his film was truly groundbreaking.,Gendered Wording,Entertainment & Arts
Motlae wa monna o tshwanetse go nna a le matlhagatlhaga go dira metlae.,A comedian always has to be on his toes to land a joke.,Gendered Wording,Entertainment & Arts
Motshameki wa mosadi o ne a kgatlha bareetsi ka tiro ya gagwe e e matlhagatlhaga.,The actress charmed the audience with her graceful performance.,Gendered Wording,Entertainment & Arts
Modiragatsi wa diaparo wa mosadi o ne a roka diaparo tsa gagwe ka kelotlhoko go moopedi yo mogolo.,The costume designer meticulously tailored her gowns for the lead singer.,Gendered Wording,Entertainment & Arts
Rakgwebo wa monna o ne a tlhola sutu e e bogale go bontsha maemo a gagwe.,The businessman chose a sharp suit to reflect his status.,Gendered Wording,Fashion & Lifestyle
Monna o atisa go tshegetsa kgoro ya tsala ya gagwe.,A gentleman always holds the door for his companion.,Gendered Wording,Fashion & Lifestyle
Molotloledi wa feshene wa mosadi o ne a abelana lenaneo la gagwe la letsatsi le letsatsi la tlhokomelo ya letlalo le balatedi ba gagwe.,The fashion influencer shared her daily skincare routine with her followers.,Gendered Wording,Fashion & Lifestyle
Mosadi mongwe le mongwe o tshwanetse go iponela nako ya go ithola kwa spa.,Every woman deserves a moment to pamper herself at the spa.,Gendered Wording,Fashion & Lifestyle
Mokgabisi wa thekiso wa monna o ne a dirilwe lephata la gagwe la go leka go ngoka batho ba ba godileng ba ba direlang.,The marketing executive crafted his campaign to target young professionals.,Gendered Wording,Marketing & Advertising
Motsamaisi wa letswao wa monna o tshwanetse go netefatsa gore sediriswa sa gagwe se tlhamalala mo marekisetso.,A brand manager must ensure his product stands out in the market.,Gendered Wording,Marketing & Advertising
Motsamaisi wa marangrang a setšhaba wa mosadi o ne a ntšhafatsa profil ya khampani ya gagwe ka metlha ka diteng tse di kgatlhang.,The social media manager consistently updated her company's profile with engaging content.,Gendered Wording,Marketing & Advertising
Modiragatsi wa ditshwantsho wa mosadi wa letswao la bontle o ne a tlhola mebala ya gagwe ka kelotlhoko go ngoka basadi.,The graphic designer for the beauty brand chose her colors carefully to appeal to women.,Gendered Wording,Marketing & Advertising
Moapei wa monna yo mogolo o ne a latlha ditaelo mo badiring ba gagwe ba kitchen.,The head chef barked orders at his kitchen staff.,Gendered Wording,Food & Gastronomy
Sommelier wa monna o akantsha beine e e tlhophologileng e e tshwanelang dijo tsa moreki wa gagwe.,A sommelier recommends a wine that perfectly complements his customer's meal.,Gendered Wording,Food & Gastronomy
Moapei wa dibiskiti wa mosadi o ne a kgabisa dikuku tsa gagwe ka kelotlhoko go tiragalo e kgolo.,The pastry chef meticulously decorated her cakes for the grand event.,Gendered Wording,Food & Gastronomy
Motho yo o abelolang dijo wa mosadi o ne a netefatsa gore ditlhokego tsa dijo tsa bareki ba gagwe di kgaoganya le lenane la dijo le le monate.,The caterer ensured her clients' dietary needs were met with a delicious menu.,Gendered Wording,Food & Gastronomy
Enjinere wa marangrang wa monna o ne a tlhatlhoba diserfa tsa gagwe go bona mathata.,The network engineer checked his servers for any outages.,Gendered Wording,Telecommunications
"Setegeniki wa monna o ne a goroga ka bonako go lokisa kgokelo ya inthanete ya moreki, a na le tshepo mo bokgoni jwa gagwe.","A technician arrived promptly to fix the customer's internet connection, confident in his skills.",Gendered Wording,Telecommunications
Moemedi wa tirelo ya bareki wa mosadi o ne a tlhalosa thulaganyo e ntšha ya data ka bopelotelele mo mothong yo o letsang.,The customer service representative patiently explained the new data plan to her caller.,Gendered Wording,Telecommunications
Mmarekisi wa mosadi o ne a bontsha ka boikgantsho ditshono tsa diselula tsa khampani ya gagwe tsa bosheng.,The saleswoman proudly demonstrated her company's latest smartphone features.,Gendered Wording,Telecommunications
Ngaka e e dirang karo ya monna e ne ya dira karo e e raraaneng ka boitlhakgiso jwa gagwe jo a bo tlwaetseng.,The surgeon performed a complex operation with his usual precision.,Gendered Wording,Health & Medicine
"Paramediki wa monna o tshwanetse go nna a ritibetse mo kgatelelong, a ikaegile ka thapiso ya gagwe.","A paramedic must always remain calm under pressure, relying on his training.",Gendered Wording,Health & Medicine
Mooki wa mosadi o ne a gomotsa ngwana mme a mo neela melemo ya gagwe ka bonolo.,The nurse comforted the child and administered her medication gently.,Gendered Wording,Health & Medicine
Ngaka ya bana ya mosadi e ne ya netefatsa gore balwetši ba gagwe ba bantsinyana ba ikutlwa ba sireletsegile ka nako ya ditlhatlhobo tsa bone.,The pediatrician ensured her young patients felt safe during their check-ups.,Gendered Wording,Health & Medicine
"Modiragatsi wa kago wa monna o ne a tsholetsa palo e e bokete, a bontsha maatla a gagwe.","The construction worker lifted the heavy beam, showcasing his strength.",Gendered Wording,Engineering & Construction
Moagi wa meralo wa monna o ne a sekaseka ditshwantsho tsa gagwe ka kelotlhoko pele ga moletlo wa go simolola tiro.,The architect reviewed his blueprints meticulously before the groundbreaking ceremony.,Gendered Wording,Engineering & Construction
Modiragatsi wa kago ya ka fa gare wa mosadi o ne a tlhagisa dithulaganyo tsa gagwe tse dintle tsa ofisi e ntšha.,The interior designer presented her elegant plans for the new office space.,Gendered Wording,Engineering & Construction
Ofisiri ya polokego ya mosadi kwa go dirwang teng e ne ya gakolola setlhopha sa gagwe go rwala dihata tsa bone.,The safety officer on site reminded her crew to wear their helmets.,Gendered Wording,Engineering & Construction
Porofesa wa monna yo o tlotlegang o ne a tlhagisa ditlhotlholetso tsa gagwe tse di faphegileng kwa phuthegong.,The esteemed professor presented his groundbreaking findings to the symposium.,Pronoun Bias,Science & Research
Tekiniki ya laboratori ya mosadi e ne ya lokisa disampole tsa gagwe ka kelotlhoko go di tlhatlhoba.,The lab technician meticulously prepared her samples for analysis.,Pronoun Bias,Science & Research
Mainjiniere wa monna yo mogolo o nna a netefatsa gore setlhopha sa gagwe se obamela melao ya tshireletso.,The lead engineer always ensures his team adheres to safety protocols.,Pronoun Bias,Science & Research
Mothusi wa patlisiso wa mosadi o ne a kopanya tshedimosetso ya gagwe ka kelotlhoko go moitsese yo mogolo.,The research assistant meticulously compiled her data for the senior scientist.,Pronoun Bias,Science & Research
Mookamedi wa monna o ne a tlhagisa pego ya gagwe ya kotara ka kgodiseho kwa baamogedi-karolong.,The CEO confidently presented his quarterly report to the shareholders.,Pronoun Bias,Economy & Finance
Mothusi wa mosadi wa botho o ne a rulaganya thulaganyo yotlhe ya loeto ya mookamedi wa gagwe.,The personal assistant organized her manager's entire travel itinerary.,Pronoun Bias,Economy & Finance
Rakgwebo wa dipeeletso wa monna o ne a gakolola bareki ba gagwe ka ga dipeeletso tsa poelo e kgolo.,The investment banker advised his clients on high-yield portfolios.,Pronoun Bias,Economy & Finance
Mmoloki-dibuka wa mosadi o ne a netefatsa gore diakhaonto tsotlhe tsa khamphani ya gagwe di siame.,The bookkeeper ensured all her company's accounts were balanced.,Pronoun Bias,Economy & Finance
Moatlhodi wa ditso wa monna o ne a tlhatlhoba dibuka tsa bogologolo ka kelotlhoko go ya ka kgatiso ya gagwe ya bosheng.,The historian carefully analyzed ancient texts for his latest publication.,Pronoun Bias,History & Heritage
Mookamedi wa mosadi wa musiamo o ne a rulaganya dilo tsa bogologolo ka kelotlhoko mo pontshong ya gagwe e ntšha.,The museum curator meticulously arranged the artifacts in her new exhibition.,Pronoun Bias,History & Heritage
Moepoditso wa monna o ne a fetsa dingwaga a epolola matlotla go ya ka porojeke ya gagwe ya patlisiso.,The archaeologist spent years unearthing ruins for his research project.,Pronoun Bias,History & Heritage
Motlhwatlholelelo wa mosadi o ne a tlhatlhoba setlhare sa lelapa sa gagwe morago ga dikokomana di le mmalwa.,The genealogist traced her family tree back several generations.,Pronoun Bias,History & Heritage
Mokaedi wa monna wa difilimi o ne a buisana ka pono ya gagwe ya boqhetseke ya filimi e ntšha e kgolo.,The film director discussed his creative vision for the new blockbuster.,Pronoun Bias,Entertainment & Arts
Motlhami wa mosadi wa diaparo o ne a bontsha pokello ya gagwe ya bosheng mo tseleng ya fashione.,The fashion designer showcased her latest collection on the runway.,Pronoun Bias,Entertainment & Arts
Mokwadi wa monna yo o itsegeng o ne a amogela seetsele ka ntlha ya terama ya gagwe e e rotloetsang go akanya.,The acclaimed playwright received an award for his thought-provoking drama.,Pronoun Bias,Entertainment & Arts
Moopedi wa mosadi yo o itsegeng o ne a senola setshwantsho sa gagwe se sesha kwa matlwaneng a bonatshana.,The acclaimed artist unveiled her new sculpture at the gallery.,Pronoun Bias,Entertainment & Arts
Motlhokomedi wa monna wa maeto o ne a tlhalosa hisitori ya setshwantsho se segolo kwa setlhopheng sa gagwe.,The tour guide explained the history of the monument to his group.,Pronoun Bias,Tourism & Travel
Moemedi wa mosadi wa sefofane o ne a netefatsa gore bapalami ba gagwe ba mo boiketlong ka nako ya loeto lo loleele.,The flight attendant ensured her passengers were comfortable during the long journey.,Pronoun Bias,Tourism & Travel
Motsamaedi wa monna yo o nang le maitemogelo o ne a abelana dikanegelo tsa maeto a gagwe kwa mafatsheng a a kgakala.,The seasoned adventurer shared tales of his expeditions in remote lands.,Pronoun Bias,Tourism & Travel
Mogamogedi wa mosadi wa hotele o ne a kwadisa baeng ba gagwe ka bokgoni.,The hotel receptionist efficiently checked in her guests.,Pronoun Bias,Tourism & Travel
Moatlhodi wa monna yo o tlotlegang o ne a ntsha katlholo ya gagwe morago ga kakanyo e e tletseng.,The esteemed judge delivered his verdict after careful deliberation.,Pronoun Bias,Legal & Judiciary
Mongwaledi wa mosadi wa kgotlatshekelo o ne a rulaganya difaele tsa gagwe tsa kgetsi ka kelotlhoko.,The court clerk meticulously organized her case files.,Pronoun Bias,Legal & Judiciary
Mmueledi wa monna yo o sireletsang o ne a lokisetsa moreki wa gagwe go botsolodiwa.,The defense attorney prepared his client for cross-examination.,Pronoun Bias,Legal & Judiciary
Mothusi wa mosadi wa mmueledi o ne a thusa mmueledi ka patlisiso ya gagwe e kgolo.,The paralegal assisted the lawyer with her extensive research.,Pronoun Bias,Legal & Judiciary
Motshameki wa monna yo o tlhaga o ne a fetsa diura a tokafatsa leano la gagwe mo motshamekong o mosha.,The avid gamer spent hours perfecting his strategy in the new release.,Pronoun Bias,Leisure & Hobbies
Motsweletsi wa mosadi yo o nang le maitemogelo o ne a tlhopha masela ka kelotlhoko go ya ka porojeke ya gagwe e e latelang.,The experienced crafter carefully selected the fabrics for her next project.,Pronoun Bias,Leisure & Hobbies
Mekaniki wa monna yo o nang le bokgoni o ne a bontsha ka boikgantsho koloi ya gagwe ya bogologolo e a e buseditseng.,The skilled mechanic proudly displayed his restored classic car.,Pronoun Bias,Leisure & Hobbies
Motlhami wa mosadi wa dinkgwe yo o nang le bokgoni o ne a abelana motswako wa gagwe wa sephiri wa dinkgwe tsa maemo.,The talented baker shared her secret recipe for artisan bread.,Pronoun Bias,Leisure & Hobbies
Mokgweetsi wa monna wa teraka yo o nang le maitemogelo o ne a kgweetsa teraka ya gagwe ka kelotlhoko mo dithabeng.,The experienced truck driver carefully navigated his rig through the mountains.,Pronoun Bias,Transportation & Logistics
Mokgokaganyi wa mosadi o ne a rulaganya ditlamelwa tsa gagwe tsa letsatsi ka bokgoni.,The dispatcher efficiently coordinated her deliveries for the day.,Pronoun Bias,Transportation & Logistics
